City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,prince rupert,54.3161,-130.3201,6.83,92,100,6.69,CA,1673722209
367,wasilla,61.5814,-149.4394,0.96,77,20,1.79,US,1673722209
368,haimen,23.1935,116.6142,20.94,91,25,2.66,CN,1673722209
369,takhtamygda,54.1,123.5667,-31.87,98,100,0.29,RU,1673722210
370,rock sound,24.9,-76.2,17.75,61,9,14.29,BS,1673722210
371,soyo,-6.1349,12.3689,26.43,83,100,4.34,AO,1673722211
372,dehloran,32.6941,47.2679,13.59,78,100,4.64,IR,1673722211
373,altay,47.8667,88.1167,-23.49,77,94,2.38,CN,1673722212
374,ikwiriri,-7.9562,38.9716,23.53,96,99,1.25,TZ,1673722212
375,ketchikan,55.3422,-131.6461,6.26,100,100,3.09,US,1673722212
376,batemans bay,-35.7167,150.1833,20.05,93,11,2.42,AU,1673722213
377,dhekiajuli,26.7,92.5,15.92,64,81,3.29,IN,1673722214
378,portland,45.5234,-122.6762,10.71,92,75,5.36,US,1673722119
379,orcopampa,-15.2661,-72.3417,16.39,21,0,5.45,PE,1673722214
380,moree,-29.4667,149.85,20.63,69,0,4.41,AU,1673722215
381,provideniya,64.3833,-173.3,-17.27,94,100,6.05,RU,1673722215
382,ballina,-28.8667,153.5667,18.9,99,100,0.97,AU,1673722216
383,pataias,39.6698,-8.9958,13.61,90,98,3.32,PT,1673722216
384,seymchan,62.8833,152.4333,-32.27,97,100,2.72,RU,1673722216
385,fairbanks,64.8378,-147.7164,-24.95,76,0,0.0,US,1673722038
386,farah,32.5,62.5,-3.01,36,10,0.69,AF,1673722217
387,asfi,32.2994,-9.2372,15.7,83,0,6.24,MA,1673722218
388,adjumani,3.3779,31.7909,26.52,29,87,0.45,UG,1673722218
389,cap malheureux,-19.9842,57.6142,25.82,69,50,2.24,MU,1673722218
390,ambilobe,-13.2,49.05,22.96,94,100,1.19,MG,1673722219
391,banjar,-8.19,114.9675,25.2,90,100,1.42,ID,1673722219
392,omboue,-1.5746,9.2618,25.46,85,100,2.46,GA,1673722219
393,porto novo,6.4965,2.6036,28.9,81,84,3.65,BJ,1673722220
394,leningradskiy,69.3833,178.4167,-30.96,100,82,1.47,RU,1673722220
395,zhuhai,22.2769,113.5678,22.14,100,40,1.03,CN,1673722221
396,sibu,2.3,111.8167,24.17,100,20,0.0,MY,1673722221
397,nome,64.5011,-165.4064,-10.96,67,100,5.14,US,1673722222
398,udachnyy,66.4167,112.4,-50.9,100,86,0.98,RU,1673722222
399,shu,43.5983,73.7614,-20.24,92,5,2.74,KZ,1673722222
400,saint-georges,12.0564,-61.7485,28.82,70,20,7.72,GD,1673722223
401,muros,42.7762,-9.0603,15.47,84,98,10.03,ES,1673722224
402,poum,-20.2333,164.0167,26.8,72,88,8.1,NC,1673722224
403,vao,-22.6667,167.4833,24.76,76,18,8.1,NC,1673722224
404,barrancabermeja,7.0653,-73.8547,29.18,70,75,2.57,CO,1673722225
405,mazamari,-11.3258,-74.5308,26.51,86,100,0.72,PE,1673722225
406,manoel urbano,-8.8389,-69.2597,29.83,60,100,1.36,BR,1673722226
407,salisbury,51.0693,-1.7957,7.47,80,40,5.66,GB,1673722226
408,schattdorf,46.8655,8.6547,7.2,77,100,4.36,CH,1673722227
409,ochakiv,46.6128,31.5498,1.23,79,100,2.82,UA,1673722227
410,olinda,-8.0089,-34.8553,28.85,65,75,4.12,BR,1673722228
411,passo de camaragibe,-9.2368,-35.4901,29.75,62,73,4.18,BR,1673722228
412,lerwick,60.1545,-1.1494,5.0,80,100,14.74,GB,1673722228
413,tessalit,20.1986,1.0114,21.69,16,6,3.61,ML,1673722229
414,santa fe,-31.6333,-60.7,35.57,20,0,2.68,AR,1673722138
415,san rafael del sur,11.8485,-86.4384,31.54,31,21,7.57,NI,1673722229
416,bull savanna,17.8868,-77.5902,27.65,49,5,4.29,JM,1673722230
417,kiunga,-6.1219,141.2906,23.29,97,59,0.98,PG,1673722230
418,colares,38.7992,-9.4469,14.63,87,75,6.71,PT,1673722231
419,xiuyan,40.2928,123.2744,-13.34,35,100,7.35,CN,1673722231
420,blois,47.5833,1.3333,13.21,91,100,11.42,FR,1673722231
421,luganville,-15.5333,167.1667,24.55,90,96,0.9,VU,1673721965
422,belle fourche,44.6714,-103.8522,15.58,32,56,6.44,US,1673722232
423,kabo,7.6994,18.629,25.81,20,69,1.88,CF,1673722232
424,garmsar,35.2182,52.3409,1.07,32,60,2.2,IR,1673722233
425,launceston,-41.45,147.1667,17.31,90,40,4.12,AU,1673722233
426,ahipara,-35.1667,173.1667,16.02,89,6,2.2,NZ,1673722234
427,celestun,20.8667,-90.4,22.29,54,96,4.9,MX,1673722234
428,saint-pierre,-21.3393,55.4781,25.82,61,20,3.09,RE,1673722234
429,vanimo,-2.6741,141.3028,25.14,89,100,0.96,PG,1673722235
430,rudbar,30.15,62.6,-1.1,33,1,0.86,AF,1673722235
431,cabedelo,-6.9811,-34.8339,30.37,70,100,6.33,BR,1673722235
432,coracao de jesus,-16.6853,-44.365,26.09,71,100,2.22,BR,1673722236
433,the valley,18.217,-63.0578,26.92,94,75,6.69,AI,1673721968
434,marawi,7.9986,124.2928,19.85,96,100,0.35,PH,1673722236
435,axim,4.8699,-2.2405,27.05,78,5,4.09,GH,1673722237
436,marzuq,14.4,46.4667,16.05,81,5,3.09,YE,1673722238
437,rocha,-34.4833,-54.3333,29.01,27,0,7.26,UY,1673722166
438,tasiilaq,65.6145,-37.6368,-9.31,51,100,8.27,GL,1673722238
439,bilibino,68.0546,166.4372,-25.41,93,9,3.46,RU,1673722238
440,tazovskiy,67.4667,78.7,-33.14,98,49,3.48,RU,1673722239
441,lensk,60.7253,114.9278,-36.87,98,100,1.07,RU,1673722239
442,peace river,56.2501,-117.286,-10.83,92,100,1.54,CA,1673722240
443,springbok,-29.6643,17.8865,24.11,32,3,2.68,ZA,1673722240
444,tagusao,9.1924,117.8141,25.86,83,74,4.31,PH,1673722240
445,luan,46.3592,6.9759,6.63,70,100,0.45,CH,1673722241
446,lira,2.235,32.9097,22.33,33,1,2.05,UG,1673722241
447,cheremshanka,56.1192,60.268,-12.3,78,100,8.15,RU,1673722241
448,taoudenni,22.6783,-3.9836,21.73,18,0,4.82,ML,1673722242
449,lagoa,39.05,-27.9833,12.72,55,90,13.0,PT,1673722242
450,kaithal,29.8,76.3833,5.74,37,0,3.49,IN,1673722242
451,hanmer springs,-42.5167,172.8167,14.77,65,0,0.25,NZ,1673722243
452,atar,20.5169,-13.0499,26.03,14,0,5.14,MR,1673722243
453,camacari,-12.6975,-38.3242,27.87,64,100,4.8,BR,1673722244
454,smolenka,52.1352,113.4974,-23.92,64,11,6.0,RU,1673722244
455,bogande,12.9714,-0.1436,23.75,13,7,3.79,BF,1673722244
456,kalabo,-14.97,22.6814,21.61,74,88,2.09,ZM,1673722245
457,aginskoye,51.1,114.53,-21.76,80,7,6.12,RU,1673722245
458,greeneville,36.1632,-82.831,0.79,68,100,4.63,US,1673722149
459,jaciara,-15.9653,-54.9683,25.02,88,100,1.24,BR,1673722246
460,coxim,-18.5067,-54.76,22.28,94,100,4.55,BR,1673722246
461,goderich,43.7501,-81.7165,-2.83,68,3,5.66,CA,1673722246
462,mpika,-11.8343,31.4529,17.01,96,100,0.63,ZM,1673722247
463,singkawang,0.9,109.0,24.29,89,100,1.35,ID,1673722247
464,leon,21.1167,-101.6667,20.22,17,0,1.61,MX,1673722248
465,denpasar,-8.65,115.2167,25.81,94,75,1.03,ID,1673722246
466,dalvik,65.9702,-18.5286,-6.04,74,100,1.92,IS,1673722248
467,bouar,5.934,15.596,22.06,23,9,2.43,CF,1673722249
468,krems,48.4092,15.6142,8.24,86,100,1.52,AT,1673722249
469,borodino,55.9106,94.8983,-10.21,93,100,7.44,RU,1673722249
470,caravelas,-17.7125,-39.2481,28.09,65,0,4.65,BR,1673722250
471,saint-augustin,51.226,-58.6502,-9.97,75,100,5.47,CA,1673722250
472,lanja,16.85,73.55,15.9,84,27,1.17,IN,1673722251
473,alta floresta,-9.8756,-56.0861,24.32,95,100,1.24,BR,1673722251
474,susner,23.95,76.0833,11.63,39,0,3.08,IN,1673722252
475,galle,6.0367,80.217,24.25,85,24,1.73,LK,1673722252
476,andros town,24.7,-77.7667,15.98,53,0,12.67,BS,1673722252
477,riyadh,24.6877,46.7219,14.08,79,0,5.14,SA,1673722200
478,misratah,32.3754,15.0925,16.27,72,32,8.98,LY,1673722253
479,cervo,43.6702,-7.4101,15.25,73,100,10.49,ES,1673722253
480,aksu,41.1231,80.2644,-13.09,94,98,2.3,CN,1673722253
481,jilib,0.4883,42.7854,24.55,80,86,3.73,SO,1673722254
482,half moon bay,37.4636,-122.4286,15.18,88,100,11.83,US,1673722254
483,novo aripuana,-5.1206,-60.3797,26.33,85,100,2.06,BR,1673722254
484,plettenberg bay,-34.0527,23.3716,19.38,84,9,1.1,ZA,1673722255
485,sao miguel do araguaia,-13.275,-50.1628,29.67,62,28,1.45,BR,1673722255
486,nelspruit,-25.4745,30.9703,25.16,78,20,5.66,ZA,1673722255
487,dehui,44.5333,125.7,-21.91,90,5,1.65,CN,1673722256
488,san policarpo,12.1791,125.5072,25.45,85,100,1.05,PH,1673722256
489,bograd,54.2344,90.8328,-12.43,91,100,0.75,RU,1673722257
490,chodziez,52.995,16.9198,6.27,69,100,8.12,PL,1673722257
491,sangar,63.9242,127.4739,-54.72,99,94,0.99,RU,1673722257
492,susanville,40.4163,-120.653,3.14,94,100,0.0,US,1673721965
493,belyy yar,53.6039,91.3903,-6.06,76,0,8.0,RU,1673722258
494,tambura,5.6,27.4667,25.17,32,0,2.09,SS,1673722258
495,severomuysk,56.1481,113.4267,-31.65,98,100,1.49,RU,1673722258
496,labuan,5.2767,115.2417,24.2,94,20,0.0,MY,1673722259
497,kenitra,34.261,-6.5802,13.42,82,71,2.58,MA,1673722259
498,hovd,48.0056,91.6419,-21.68,80,8,0.69,MN,1673722260
499,makakilo city,21.3469,-158.0858,23.99,81,0,2.57,US,1673722260
500,jucas,-6.5253,-39.5275,32.55,40,82,3.81,BR,1673722260
501,piura,-5.2,-80.6333,30.58,36,83,2.79,PE,1673722261
502,guadalupe victoria,32.2869,-115.105,20.85,18,100,3.33,MX,1673722261
503,suwannaphum,15.6035,103.8021,23.81,55,0,1.91,TH,1673722261
504,byron bay,-28.65,153.6167,18.86,82,100,0.7,AU,1673722262
505,port hedland,-20.3167,118.5667,29.03,74,89,0.0,AU,1673722262
506,mogadishu,2.0371,45.3438,25.56,84,5,8.84,SO,1673722217
507,nabire,-3.3667,135.4833,24.77,90,97,0.89,ID,1673722263
508,eirunepe,-6.6603,-69.8736,29.76,66,100,0.54,BR,1673722041
509,hailar,49.2,119.7,-28.84,95,100,3.68,CN,1673722263
510,comarapa,-17.9,-64.4833,17.99,70,100,2.15,BO,1673722264
511,novikovo,51.1537,37.8879,-4.12,92,100,4.66,RU,1673722264
512,maua,-23.6678,-46.4614,27.89,62,95,4.47,BR,1673722264
513,yulara,-25.2406,130.9889,25.62,36,91,9.19,AU,1673722265
514,derzhavinsk,51.1,66.3167,-17.05,84,77,5.07,KZ,1673722265
515,port lincoln,-34.7333,135.8667,16.29,67,100,7.29,AU,1673722266
516,bozova,37.3625,38.5267,3.51,90,100,3.89,TR,1673722266
517,caxito,-8.5785,13.6643,24.83,83,28,1.54,AO,1673722266
518,codajas,-3.8367,-62.0569,27.45,72,100,1.74,BR,1673722267
519,melville,40.7934,-73.4151,2.01,75,100,7.72,US,1673722267
520,moranbah,-22.0016,148.0466,19.74,95,100,9.01,AU,1673722268
521,brejo,-3.6844,-42.7503,30.79,54,100,0.94,BR,1673722268
522,ambulu,-8.345,113.6058,24.58,89,100,1.21,ID,1673722268
523,arimalam,10.2667,78.9,20.0,81,27,2.93,IN,1673722269
524,bac lieu,9.285,105.7244,24.48,88,100,3.03,VN,1673722270
525,lithgow,-33.4833,150.15,11.94,93,0,0.81,AU,1673722271
526,barra do corda,-5.5,-45.25,27.61,85,100,1.12,BR,1673722271
527,tondano,1.3038,124.9112,23.05,90,100,1.12,ID,1673722272
528,tiarei,-17.5333,-149.3333,28.01,77,100,3.21,PF,1673722272
529,labuhan,-6.8844,112.2051,25.17,85,100,3.15,ID,1673722272
530,dudinka,69.4058,86.1778,-41.94,95,45,1.67,RU,1673722273
531,old town,50.087,14.4202,8.87,69,0,5.66,CZ,1673722274
532,la sarre,48.8002,-79.1996,-12.64,72,0,1.61,CA,1673722274
533,zherdevka,51.8486,41.4606,-10.04,93,22,4.87,RU,1673722274
534,jackson,42.4165,-122.8345,11.12,65,100,10.73,US,1673722012
535,zermatt,46.0213,7.7491,0.35,83,100,2.23,CH,1673722275
536,goma,-1.6792,29.2228,17.67,84,82,1.5,CD,1673722276
537,amapa,1.0,-52.0,28.4,66,100,1.92,BR,1673722277
538,xai-xai,-25.0519,33.6442,25.3,87,0,4.69,MZ,1673722277
539,panama city,8.9936,-79.5197,31.21,60,40,6.17,PA,1673722109
540,avera,33.194,-82.5271,9.75,41,6,4.54,US,1673722278
541,north bend,43.4065,-124.2243,12.82,87,20,4.63,US,1673722278
